color,title_year,movie_title,movie_facebook_likes,duration,director_name,director_facebook_likes,actor_1_name,actor_1_facebook_likes,actor_2_name,actor_2_facebook_likes,actor_3_name,actor_3_facebook_likes,cast_total_facebook_likes,gross,genres,num_voted_users,num_critic_for_reviews,facenumber_in_poster,plot_keywords,num_user_for_reviews,language,country,content_rating,budget,aspect_ratio,imdb_score
Color,2006,Crank??,0,93,Mark Neveldine,83,Jason Statham,26000,Edi Gathegi,725,Jose Pablo Cantillo,501,28767,27829874,Action|Crime|Thriller,196422,170,1,assassin|cult film|doctor|heart|poison,444,English,USA,R,12000000,1.78,7
Color,2006,For Your Consideration??,650,86,Christopher Guest,378,John Michael Higgins,957,Catherine O'Hara,925,Ed Begley Jr.,783,3535,5542025,Comedy,12197,144,0,actor|internet|make up|publicist|purim,150,English,USA,PG-13,12000000,1.85,6.3
Color,2006,Running with Scissors??,0,122,Ryan Murphy,708,Jill Clayburgh,433,Joseph Cross,398,Dagmara Dominczyk,316,1291,6754898,Comedy|Drama,20000,132,0,alcoholic|fame|therapist|writer|writing,188,English,USA,R,12000000,2.35,6.2
Color,2006,The Host??,7000,110,Joon-ho Bong,584,Doona Bae,629,Kang-ho Song,398,Ah-sung Ko,74,1173,2201412,Comedy|Drama|Horror|Sci-Fi,68883,363,0,daughter|han river|monster|river|seoul,279,Korean,South Korea,R,12215500000,1.85,7
Color,2006,Jackass Number Two??,641,92,Jeff Tremaine,79,Bam Margera,608,Steve-O,362,Chris Pontius,218,1853,72755517,Action|Comedy|Documentary,56595,104,0,blindfold|male frontal nudity|male rear nudity|pubic hair|vomiting,196,English,USA,R,,1.85,7.1
Color,2006,Copying Beethoven??,0,104,Agnieszka Holland,238,Phyllida Law,60,David Kennedy,35,Angus Barnett,22,150,352786,Biography|Drama|Music,11132,78,0,music copyist|music student|musical composition|student|symphony,86,English,USA,PG-13,11000000,2.35,6.8
Color,2006,Jindabyne??,302,118,Ray Lawrence,10,John Howard,172,Deborra-Lee Furness,71,Max Cullen,48,378,399879,Crime|Drama|Mystery|Thriller,5772,75,2,camp|fishing|fishing trip|river|town,115,English,Australia,R,15000000,2.35,6.4
Color,2006,Kabhi Alvida Naa Kehna??,659,193,Karan Johar,160,Shah Rukh Khan,8000,John Abraham,1000,Preity Zinta,860,10822,3275443,Drama,13998,20,2,extramarital affair|fashion magazine editor|marriage|new york|teacher,264,Hindi,India,R,700000000,2.35,6
Color,2006,Saw III??,0,121,Darren Lynn Bousman,163,Costas Mandylor,723,Shawnee Smith,651,Leigh Whannell,482,3189,80150343,Horror|Mystery,142115,210,0,brutality|female full frontal nudity|female nudity|torture|trap,614,English,USA,R,10000000,1.85,6.2
Color,2006,Madea's Family Reunion??,676,107,Tyler Perry,0,Boris Kodjoe,1000,Cicely Tyson,907,Blair Underwood,685,5264,63231524,Comedy|Drama|Romance,8962,46,4,cross dressing|family reunion|madea series|reflective|sister sister relationship,137,English,USA,PG-13,6000000,1.85,5
Color,2006,Employee of the Month??,0,103,Greg Coolidge,27,Dane Cook,1000,Danny Woodburn,809,Jessica Simpson,534,4441,28435406,Comedy|Romance,37681,85,2,competition|date|employee|laser in eyes|slacker,151,English,USA,PG-13,12000000,1.85,5.5
Color,2006,A Prairie Home Companion??,683,105,Robert Altman,500,Meryl Streep,11000,Virginia Madsen,912,Lily Tomlin,718,12946,20338609,Comedy|Drama|Music,19655,211,8,backstage|country music|cowboy|radio|singing,280,English,USA,PG-13,10000000,2.35,6.8
Color,2006,Rescue Dawn??,0,120,Werner Herzog,0,Christian Bale,23000,Toby Huss,342,Fran??ois Chau,294,24270,5484375,Adventure|Biography|Drama|War,84641,198,0,bombing|guard|jungle|laos|prisoner,205,English,USA,PG-13,10000000,1.85,7.3
Color,2006,Peaceful Warrior??,0,120,Victor Salva,108,Scott Mechlowicz,634,Tim DeKay,436,Agnes Bruckner,400,2673,1055654,Drama|Romance|Sport,20426,44,1,college|college athlete|comeback|gymnast|olympics,175,English,Germany,PG-13,10000000,2.35,7.3
Color,2006,Krrish??,533,168,Rakesh Roshan,53,Naseeruddin Shah,307,Rekha,200,Sharat Saxena,45,616,,Action|Adventure|Romance|Sci-Fi,12411,20,0,breaking the fourth wall|breaking the fourth wall by talking to the audience|computer|mask|singapore,110,Hindi,India,Not Rated,10000000,2.35,6.3
Color,2006,Severance??,0,90,Christopher Smith,76,Danny Dyer,798,Toby Stephens,769,Laura Harris,345,2217,136432,Comedy|Horror|Thriller,31890,200,0,blood splatter|eastern europe|female nudity|pine forest|team building,194,English,UK,R,5000000,1.85,6.6
Color,2006,Volver??,0,121,Pedro Almod??var,0,Carmen Maura,148,Lola Due??as,114,Antonio de la Torre,82,448,12899702,Comedy|Crime|Drama|Mystery,76681,232,1,abusive father|child abuse|death|rape|secret,228,Spanish,Spain,R,,2.35,7.6
Color,2006,Black Christmas??,0,94,Glen Morgan,17,Oliver Hudson,607,Crystal Lowe,318,Andrea Martin,179,1611,16235293,Horror,19918,186,0,attic|christmas|house|incest|sorority,278,English,USA,R,9000000,2.35,4.5
Color,2006,The Ultimate Gift??,0,114,Michael O. Sajbel,6,Bill Cobbs,970,Drew Fuller,906,Mircea Monroe,633,3824,3420871,Drama|Family|Romance,14100,46,2,billionaire|grandfather|playboy|trust fund baby|wealth,81,English,USA,PG,,1.85,7.4
Color,2006,Opal Dream??,135,86,Peter Cattaneo,11,Jacqueline McKenzie,185,Vince Colosimo,62,Peter Callan,18,299,13751,Drama|Family,813,24,0,friend|girl|imaginary friend|outback|town,6,English,Australia,PG,11400000,1.85,6.6
Color,2006,The Namesake??,0,122,Mira Nair,300,Jacinda Barrett,579,Brooke Smith,405,Tabu,341,1637,13569248,Drama,16530,167,1,bengali|india|reference to gogol|train|train crash,117,English,USA,PG-13,,1.85,7.6
Color,2006,The Wind That Shakes the Barley??,0,127,Ken Loach,644,Padraic Delaney,97,Orla Fitzgerald,8,Martin Lucey,6,128,1829142,Drama|War,36846,169,1,civil war|colonialism|hatred|independence|rural ireland,222,English,Ireland,Not Rated,,1.85,7.5
Color,2006,Valley of the Wolves: Iraq??,467,122,Serdar Akar,11,Necati Sasmaz,205,Berg??zar Korel,197,Ghassan Massoud,173,808,,Action|Adventure,14486,16,3,abu ghraib|bomb|christian|explosion|iraq,159,Arabic,Turkey,,8300000,1.85,6
Color,2006,Little Miss Sunshine??,15000,101,Jonathan Dayton,36,Steve Carell,7000,Steven Christopher Parker,150,Jill Talley,27,7227,59889948,Comedy|Drama,355810,270,1,gay|graduate student|sister sister relationship|sprite|uncle nephew relationship,889,English,USA,R,8000000,2.35,7.9
Color,2006,Akeelah and the Bee??,0,112,Doug Atchison,3,Curtis Armstrong,876,Sean Michael Afable,801,Tzi Ma,268,2832,18811135,Drama,15337,95,0,national spelling bee|principal|school principal|spelling|spelling bee,172,English,USA,PG,,2.35,7.5
Color,2006,Bon Cop Bad Cop??,758,116,Erik Canuel,31,Colm Feore,539,Richard Howland,290,Sarain Boylan,50,895,,Action|Comedy|Crime|Thriller,8616,28,2,border|hockey|killer|police|tattoo,90,English,Canada,R,8000000,2.35,7
 Black and White,2006,Fido??,0,93,Andrew Currie,8,Alexia Fast,553,Henry Czerny,177,Kesun Loder,33,786,298110,Comedy|Drama|Horror|Sci-Fi,25055,140,1,decapitation|neighbor|neighborhood|next door neighbor|zombie,98,English,Canada,R,8000000,2.35,6.8
Color,2006,10th & Wolf??,294,107,Robert Moresco,53,Brian Dennehy,954,Brad Renfro,551,Dash Mihok,463,2512,53481,Crime|Drama|Thriller,5557,26,5,desert storm|fbi|fbi agent|fragmentation grenade|woman kills attacker,34,English,USA,R,8000000,2.35,6.4
Color,2006,Factory Girl??,3000,99,George Hickenlooper,60,Hayden Christensen,4000,Jimmy Fallon,787,Beth Grant,628,6526,1654367,Biography|Drama,18355,117,0,andy warhol|female nudity|public nudity|singer|socialite,106,English,USA,R,7000000,1.85,6.4
Color,2006,Friends with Money??,515,88,Nicole Holofcener,132,Greg Germann,435,Marin Hinkle,230,Jake Cherry,180,1140,13367101,Comedy|Drama|Romance,19715,111,2,friend|friendship|marital problem|money problems|nervous breakdown,166,English,USA,R,6500000,2.35,5.9
Color,2006,The Last King of Scotland??,0,121,Kevin Macdonald,162,David Oyelowo,1000,Simon McBurney,149,Abby Mukiibi Nkaaga,25,1184,17605861,Biography|Drama|History|Thriller,145580,252,1,1970s|assassination|doctor|scottish|ugandan,351,English,UK,R,6000000,2.35,7.7
Color,2006,Come Early Morning??,224,97,Joey Lauren Adams,781,Tim Blake Nelson,596,Diane Ladd,206,Ritchie Montgomery,90,1081,117560,Drama|Romance,2330,36,0,church|drink|knocking on a door|love|three word title,29,English,USA,R,6000000,1.85,6.2
 Black and White,2006,Lake of Fire??,570,152,Tony Kaye,194,Noam Chomsky,103,Pat Buchanan,2,Bill Baird,0,105,23807,Documentary,2143,47,0,abortion|southern accent|title based on the bible|trial|usa,29,English,USA,Unrated,,,8.3
Color,2006,Crossover??,244,95,Preston A. Whitmore II,17,Wesley Jonathan,592,Wayne Brady,378,Eva Marcille,255,2000,7009668,Action|Sport,8707,25,6,african american|basketball|basketball movie|critically bashed|tv commercial,36,English,USA,PG-13,5600000,1.85,2.1
Color,2006,Rang De Basanti??,0,157,Rakeysh Omprakash Mehra,85,Anupam Kher,397,Steven Mackintosh,227,Madhavan,199,1519,2197331,Comedy|Drama|History|Romance,70233,33,0,freedom|friend|india|student|urination,321,Hindi,India,Not Rated,,2.35,8.4
 Black and White,2006,Clerks II??,0,97,Kevin Smith,0,Ethan Suplee,1000,Jason Mewes,898,Brian O'Halloran,657,2990,24138847,Comedy,114797,174,3,fast food|fast food restaurant|new jersey|quick stop|restaurant,472,English,USA,R,5000000,1.85,7.4
Color,2006,Grandma's Boy??,0,90,Nicholaus Goossen,4,Linda Cardellini,2000,Joel David Moore,936,Shirley Jones,556,5202,6088249,Comedy,67853,61,0,co worker|game tester|loss of virginity|roommate|snack,202,English,USA,R,,2.35,7
Color,2006,Keeping Up with the Steins??,249,90,Scott Marshall,7,Miranda Cosgrove,2000,Jami Gertz,847,Carter Jenkins,701,5900,4328294,Comedy,2719,43,0,bar mitzvah|carried in a chair|hebrew|party|rite of passage,41,English,USA,PG-13,,1.85,5.4
Color,2006,The Oh in Ohio??,255,88,Billy Kent,0,Liza Minnelli,740,Tim Russ,625,Winter Ave Zoli,276,1665,,Comedy|Drama|Romance,5494,50,0,marriage|orgasm|school|sex|swimming,56,English,USA,R,5000000,2.35,5.6
Color,2006,Farce of the Penguins??,419,80,Bob Saget,799,Alyson Hannigan,3000,John Stamos,2000,Jim Belushi,854,10727,,Animation|Comedy,4322,19,0,flatulence|march|penguin|south pole|spoof,47,English,USA,R,,1.85,4.2
Color,2006,I Served the King of England??,1000,113,Jir?? Menzel,44,Julia Jentsch,61,Ivan Barnev,12,Milan Lasica,4,92,617228,Comedy|Drama|Romance|War,6183,99,1,hotel|legs|lingerie|waiter|wealth,27,Czech,Czech Republic,R,84450000,1.85,7.4
Color,2006,Driving Lessons??,864,98,Jeremy Brock,16,Rupert Grint,10000,Julie Walters,838,Tamsin Egerton,621,11703,238774,Comedy|Drama,9611,64,0,actress|coming of age|retired actress|teenage boy|vomiting,70,English,UK,PG-13,,1.85,6.8
Color,2006,Out of the Blue??,285,100,Robert Sarkies,0,William Kircher,109,Matthew Sunderland,10,Paul Glover,3,122,728,Crime|Drama,2776,43,0,true crime,22,English,New Zealand,,,1.85,7.3
Color,2006,Exiled??,528,110,Johnnie To,143,Simon Yam,155,Anthony Chau-Sang Wong,96,Josie Ho,76,398,49413,Action|Crime|Thriller,6919,98,0,baby|friendship|macau|practical joke|selfie,26,Cantonese,Hong Kong,R,35000000,2.35,7.3
Color,2006,High School Musical??,0,98,Kenny Ortega,197,Lucas Grabeel,755,Corbin Bleu,632,Olesya Rulin,578,2553,,Comedy|Drama|Family|Music|Musical|Romance,59254,57,0,audition|basketball|high school|singing|teenager,726,English,USA,TV-G,4200000,1.33,5.2
Color,2006,Scoop??,0,96,Woody Allen,11000,Scarlett Johansson,19000,Kevin McNally,427,Geoff Bell,405,20132,10515579,Comedy|Crime|Mystery,66840,177,0,english garden|fake drowning|fake parent|musical instrument|poker the card game,248,English,UK,PG-13,4000000,1.85,6.7
Color,2006,The Night Listener??,576,81,Patrick Stettner,5,Robin Williams,49000,Joe Morton,780,Rory Culkin,710,50831,7825820,Crime|Mystery|Thriller,13086,125,0,boy|radio show|social worker|telephone|wisconsin,156,English,USA,R,4000000,1.85,5.9
Color,2006,Let's Go to Prison??,931,90,Bob Odenkirk,0,Dylan Baker,812,Chi McBride,466,Amy Hill,242,1566,4613815,Comedy|Crime,19622,46,0,illinois|judge|male full back nudity|revenge|wine tasting,58,English,USA,R,,1.85,6
Color,2006,The History Boys??,0,109,Nicholas Hytner,13,Dominic Cooper,3000,Russell Tovey,796,James Corden,480,5977,2706659,Comedy|Drama,17770,112,0,gay|headmaster|oxford|school|teacher,172,English,UK,R,2000000,1.85,6.9
Color,2006,Ira & Abby??,360,101,Robert Cary,0,Frances Conroy,827,Fred Willard,729,Kevin Sussman,681,3574,220234,Comedy|Romance,1950,30,3,erectile dysfunction|mugger|mugging|subway robbery|therapy,24,English,USA,R,3500000,1.85,6.5
Color,2006,The Dead Girl??,799,93,Karen Moncrieff,22,James Franco,11000,Bruce Davison,505,Piper Laurie,303,11860,17311,Crime|Drama|Mystery,12304,85,0,dead girl|girl|granddaughter|morgue|storage unit,73,English,USA,R,,1.85,6.7
Color,2006,Bella??,0,91,Alejandro Monteverde,38,Armando Riesco,625,Ramon Rodriguez,464,Eduardo Ver??stegui,377,2747,8108247,Drama|Romance,9607,60,0,inter cultural|latino|restaurant|soccer|train,174,English,USA,PG-13,3300000,1.85,7.4
Color,2006,Phat Girlz??,837,99,Nnegest Likk??,18,Mo'Nique,939,Jimmy Jean-Louis,407,Joyful Drake,233,2321,7059537,Comedy,8279,37,0,female protagonist|size positive|thin|title directed by female|wet dream,101,English,USA,PG-13,3000000,1.85,3
Color,2006,Love's Abiding Joy??,76,87,Michael Landon Jr.,84,William Morgan Sheppard,702,Kevin Gage,366,Brianna Brown,331,2715,252726,Drama|Family|Western,1289,5,0,19th century|faith|mayor|ranch|sheriff,18,,USA,PG,3000000,,7.2
Color,2006,Lage Raho Munna Bhai??,349,144,Rajkumar Hirani,124,Vidya Balan,464,Sanjay Dutt,426,Jimmy Shergill,327,1761,,Comedy|Drama|Romance,27569,15,0,love|professor of history|radio|satyagraha|unscrupulous builder,106,Hindi,India,PG-13,120000000,2.35,8.2
Color,2006,Beer League??,323,86,Frank Sebastiano,3,Joe Lo Truglio,833,Laurie Metcalf,549,Seymour Cassel,327,2753,475000,Comedy|Sport,6930,20,2,baseball|baseball movie|beer|slacker|softball,53,English,USA,R,2800000,,6
Color,2006,Valley of the Heart's Delight??,144,100,Tim Boxell,10,Bruce McGill,655,Diana Scarwid,157,Tom Bower,107,1064,118666,Drama,91,3,7,,3,English,USA,,2500000,1.85,6.6
Color,2006,Eye of the Dolphin??,140,100,Michael D. Sellers,0,Katharine Ross,640,Carly Schroeder,261,George Harris,249,1491,71904,Comedy|Drama|Family,806,18,1,dolphin|island|research|tourist|town,18,English,USA,PG-13,2500000,1.85,5.7
Color,2006,Thr3e??,250,101,Robby Henson,9,Marc Blucas,973,Max Ryan,872,Justine Waddell,201,2306,978908,Drama|Horror|Mystery|Thriller,4057,25,0,bound with duct tape|flash forward|number|riddle|stalking,90,English,Poland,PG-13,2400000,2.35,5.1
Color,2006,Idiocracy??,79000,84,Mike Judge,406,Anthony 'Citric' Campos,586,Patrick Fischler,497,David Herman,233,1490,438653,Adventure|Comedy|Sci-Fi,108052,121,0,experiment|future|hibernation|stupidity|top secret,434,English,USA,R,,1.85,6.6
Color,2006,This Is England??,11000,101,Shane Meadows,222,Stephen Graham,1000,Joseph Gilgun,788,Jack O'Connell,698,3282,327919,Crime|Drama,99177,172,0,england|racism|racist|skinhead|violence,192,English,UK,Unrated,1500000,1.85,7.7
Color,2006,The Lives of Others??,39000,137,Florian Henckel von Donnersmarck,207,Sebastian Koch,380,Ulrich M??he,284,Martina Gedeck,155,927,11284657,Drama|Thriller,259379,215,3,east germany|police|secret police|stasi|writer,407,German,Germany,R,2000000,2.35,8.5
Color,2006,Shortbus??,0,101,John Cameron Mitchell,263,Sook-Yin Lee,71,Peter Stickles,51,Raphael Barker,37,226,1984378,Comedy|Drama|Romance,27346,160,3,controversy|ejaculation|male frontal nudity|oral sex|unsimulated sex,206,English,USA,Unrated,2000000,1.78,6.5
Color,2006,Sherrybaby??,474,96,Laurie Collyer,38,Brad William Henke,363,Kate Burton,223,Michelle Hurst,85,774,198407,Drama,10282,78,1,ex convict|halfway house|nipples visible through clothing|orgasm|parole officer,78,English,USA,R,2000000,1.85,6.6
Color,2006,One to Another??,104,95,Pascal Arnold,0,Karl E. Landler,533,Lizzie Brocher??,323,Pierre Perrier,164,1082,18435,Drama,1010,14,5,fellatio|female frontal nudity|male frontal nudity|nude sunbathing|orgy,15,French,France,Unrated,1400000,1.85,5.8
Color,2006,The Bubble??,0,90,Eytan Fox,21,Ohad Knoller,53,Lior Ashkenazi,30,Yousef 'Joe' Sweid,27,137,155972,Comedy|Drama|Romance,4702,51,0,gay|hairy chest|homosexual|israel|male nudity,23,Hebrew,Israel,Unrated,1500000,,7.3
Color,2006,I Want Someone to Eat Cheese With??,0,80,Jeff Garlin,522,Jessy Schram,813,Jeff Garlin,522,Joey Slotnick,423,2179,194568,Comedy|Romance,2963,32,0,cheese|city|ice cream|school|second city,28,English,USA,R,1500000,1.85,6.2
Color,2006,Hatchet??,0,93,Adam Green,134,Joel David Moore,936,Kane Hodder,935,Joel Murray,488,3668,,Comedy|Horror,23349,229,0,bayou|boat|louisiana|swamp|tour,235,English,USA,R,1500000,1.85,5.7
Color,2006,Journey from the Fall??,100,135,Ham Tran,5,Long Nguyen,51,Kieu Chinh,24,Cat Ly,5,83,638951,Drama,775,15,2,1970s|1980s|nonlinear timeline|rescue|vietnam war,19,Vietnamese,USA,R,1592000,1.85,7.4
Color,2006,Lucky Number Slevin??,10000,110,Paul McGuigan,118,Bruce Willis,13000,Morgan Freeman,11000,Dorian Missick,1000,26451,22494487,Crime|Drama|Mystery|Thriller,262160,202,3,coroner|death|gay son|love|mistaken identity,507,English,Germany,R,27000000,2.35,7.8
Color,2006,Faith Like Potatoes??,0,116,Regardt van den Bergh,12,Sean Cameron Michael,412,Frank Rautenbach,48,Jeanne Neilson,25,521,,Drama,2050,5,2,food|food in title|potato,36,Zulu,South Africa,PG,10000000,1.85,6.9
Color,2006,An Inconvenient Truth??,0,96,Davis Guggenheim,49,Billy West,861,Al Gore,68,,,929,23808111,Documentary,67654,372,0,climate|earth|global warming|science|truth,504,English,USA,PG,,1.85,7.5
Color,2006,Who Killed the Electric Car???,0,92,Chris Paine,2,Ed Begley Jr.,783,Phyllis Diller,659,Colette Divine,5,1447,1677838,Documentary,11283,87,0,california|car|reference to ralph nader|technology|u.s. president,155,English,USA,PG,1000000,1.75,7.7
Color,2006,Wristcutters: A Love Story??,11000,88,Goran Dukic,21,Leslie Bibb,1000,Patrick Fugit,835,Chase Ellison,772,4720,104077,Comedy|Drama|Fantasy|Romance,46076,117,2,afterlife|camping|death|hitchhiker|suicide,88,English,USA,R,1000000,1.78,7.4
Color,2006,Once in a Lifetime: The Extraordinary Story of the New York Cosmos??,587,97,Paul Crowder,10,Pel??,102,Marv Albert,7,Ahmet Ertegun,5,118,144431,Documentary|Sport,1290,40,0,new york|new york cosmos|professional sports|soccer|soccer team,13,English,UK,PG-13,1000000,1.85,7.3
 Black and White,2006,Alone with Her??,244,78,Eric Nicholas,0,Jordana Spiro,262,Ana Claudia Talanc??n,163,Jonathon Trent,61,509,10018,Crime|Drama|Thriller,3228,71,0,female nudity|female pubic hair|masturbation|panties|pubic hair,31,English,USA,Not Rated,1000000,1.85,6.1
Color,2006,Special??,0,81,Hal Haberman,0,Michael Rapaport,975,Paul Blackthorne,645,Ian Bohen,394,2694,6387,Comedy|Drama|Sci-Fi,4862,56,0,dream sequence|locked in a room|looking at self in mirror|medication|superhero,37,English,USA,R,1000000,1.85,6.9
Color,2006,In Her Line of Fire??,42,88,Brian Trenchard-Smith,53,David Keith,563,Mariel Hemingway,288,Jesse Hutch,176,1284,721,Action|Drama,783,8,2,camp|die hard scenario|female protagonist|island|vice president,12,English,Germany,R,1000000,1.85,4.1
Color,2006,Loving Annabelle??,501,76,Katherine Brooks,57,Ilene Graff,442,Kevin McCarthy,403,Laura Breckenridge,228,1635,,Drama|Romance,9190,14,0,older woman younger woman relationship|sex with student|teacher|teacher student relationship|title directed by female,75,English,USA,Not Rated,1000000,1.85,6.7
Color,2006,Jimmy and Judy??,138,99,Randall Rubin,0,Nicole Randall Johnson,363,A.J. Buckley,275,James Eckhouse,131,997,,Crime|Drama|Thriller,1420,23,2,police|revenge|sex|suburb|video camera,26,English,USA,R,1000000,,6.2
Color,2006,The Pet??,91,94,D. Stevens,6,Magi Avila,92,Pierre Dulat,17,Summer Napoles,0,109,,Drama|Thriller,425,6,0,dominance submissiveness|female nudity|human branding|human pet|power exchange,24,English,USA,,1000000,,3.9
Color,2006,London to Brighton??,933,85,Paul Andrew Williams,46,Lorraine Stanley,418,Johnny Harris,146,Georgia Groome,141,926,,Crime|Drama|Thriller,7308,68,0,bathroom|chase|girl|pimp|toilet,72,English,UK,R,500000,2.35,7
